amount,hour_of_day,day_of_week,payment_method,avg_transaction_amount,transaction_amount_deviation,transactions_last_10min,transactions_last_1hour,transactions_today,merchant_risk_score,first_time_merchant,new_device,device_type,location_distance,card_not_present,international_transaction,fraud
18296.68,10,5,0,6096.14,12200.54,4,5,8,4,0,0,0,37.16,0,0,0
8034.12,22,4,1,3011.3,5022.82,3,3,9,8,0,0,0,460.22,0,0,0
11807.47,19,3,2,3161.7,8645.77,2,4,8,9,1,0,0,326.64,0,0,0
8839.12,5,5,0,7633.62,1205.5,0,2,9,5,1,1,1,43.41,0,1,0
2492.16,23,4,2,5207.94,-2715.78,2,1,7,3,0,0,1,237.0,1,1,0
1782.89,21,5,1,7135.82,-5352.93,3,1,7,9,0,1,0,566.18,0,1,1
5864.08,15,0,1,14929.9,-9065.82,1,3,11,1,1,1,0,530.57,1,0,0
6279.31,1,1,0,6321.85,-42.54,1,0,11,1,1,0,1,292.06,0,1,0
6276.08,0,0,0,7827.5,-1551.42,2,4,9,3,0,0,0,274.87,0,1,0
6424.83,23,3,0,9974.41,-3549.58,1,2,7,2,1,0,0,280.5,1,1,0
30211.61,23,4,2,2759.28,27452.33,2,6,10,8,1,0,0,319.38,0,0,0
16909.8,8,5,1,8360.4,8549.4,0,4,6,5,1,1,0,187.19,1,0,0
9971.7,21,3,1,3094.56,6877.14,0,2,10,1,0,1,0,588.37,0,1,0
7879.64,11,3,2,1594.16,6285.48,1,5,9,3,1,1,1,269.51,0,1,0
8095.37,16,1,0,6727.15,1368.22,0,1,9,3,1,0,1,149.67,1,0,0
14013.52,14,6,0,1771.82,12241.7,1,7,5,2,0,0,0,348.92,1,0,0
7823.09,18,3,2,5235.41,2587.68,0,2,11,9,1,1,0,874.49,1,1,1
15758.0,21,1,1,4361.04,11396.96,1,1,12,1,0,0,0,252.4,1,1,0
10775.96,9,4,1,12440.1,-1664.14,2,5,6,5,0,1,1,285.69,0,0,0
30389.08,11,4,1,1761.43,28627.65,3,3,8,9,0,0,1,19.25,0,1,1
7464.37,13,5,1,6351.2,1113.17,1,1,8,3,1,1,1,124.82,0,0,0
17728.62,8,6,2,2519.67,15208.95,3,6,13,3,0,0,1,301.41,1,0,1
3261.8,12,1,1,1117.0,2144.8,0,5,11,7,0,0,1,561.42,0,1,0
4920.59,2,0,2,610.32,4310.27,3,4,7,1,1,1,0,333.68,1,0,1
27800.05,20,4,0,1825.91,25974.14,2,4,9,9,0,0,1,398.94,1,0,0
15305.77,13,6,2,1750.8,13554.97,0,3,7,7,0,0,0,222.61,1,1,0
11959.92,20,5,1,641.8,11318.12,1,4,11,8,0,0,0,124.04,1,1,0
35466.1,9,0,0,9151.4,26314.7,2,2,11,2,1,1,0,106.31,0,1,0
7966.91,15,4,2,10847.45,-2880.54,3,3,9,3,0,1,1,409.97,1,0,0
17700.27,6,4,2,2655.92,15044.35,2,0,6,9,1,0,0,270.6,0,0,0
18583.9,3,5,2,3504.8,15079.1,1,3,9,4,0,0,0,245.25,0,0,0
23949.07,19,5,0,4117.6,19831.47,1,3,10,5,1,0,1,406.36,0,0,0
2907.8,22,2,2,9959.28,-7051.48,1,2,10,9,1,0,0,38.92,0,1,0
7926.14,10,3,1,10099.25,-2173.11,1,3,6,8,0,0,1,628.07,1,0,0
10640.72,15,3,0,6267.25,4373.47,4,3,6,5,1,0,1,87.05,0,0,0
23692.68,19,0,0,6114.56,17578.12,1,1,8,2,1,1,0,316.23,1,0,0
11617.09,3,3,2,3259.08,8358.01,0,1,4,3,1,1,0,245.75,0,1,0
18610.8,21,0,1,621.08,17989.72,6,1,11,3,1,0,0,72.46,0,0,1
2655.49,21,6,0,3992.77,-1337.28,1,2,9,7,0,0,0,493.68,0,0,0
6556.36,22,4,2,11317.26,-4760.9,0,2,4,6,0,1,0,480.35,0,0,0
20741.24,16,2,1,2875.3,17865.94,2,1,11,7,0,1,1,254.13,0,1,0
7265.34,12,2,2,3706.66,3558.68,1,3,7,8,1,1,1,205.94,0,0,1
8434.3,10,4,2,8593.13,-158.83,5,3,8,5,0,1,0,317.86,0,0,0
23444.74,2,5,0,3579.57,19865.17,2,0,6,6,1,1,1,103.59,0,1,0
3974.64,8,1,0,4114.56,-139.92,1,2,12,1,0,0,0,1129.33,1,0,0
4851.89,5,1,2,8730.37,-3878.48,3,2,7,4,1,0,0,310.82,0,1,0
2378.2,21,3,0,609.69,1768.51,0,6,13,6,1,0,0,236.12,1,1,0
24061.24,20,5,0,1707.66,22353.58,1,4,11,4,0,1,1,210.54,1,1,1
16698.94,10,0,1,16190.4,508.54,2,2,10,1,1,1,0,533.98,1,0,0
16412.78,15,6,1,8685.87,7726.91,1,5,10,3,1,1,0,275.19,0,1,0
6407.5,18,2,2,9500.38,-3092.88,4,2,10,3,0,0,1,80.03,0,0,0
2196.99,4,3,2,6148.4,-3951.41,2,5,8,3,1,1,0,119.61,0,0,0
1585.57,13,4,2,6725.8,-5140.23,1,3,10,4,1,0,1,712.36,0,1,0
20842.95,16,5,2,2958.61,17884.34,2,2,7,9,1,0,0,221.4,0,0,0
12529.06,2,2,1,3974.81,8554.25,2,2,5,9,0,0,0,530.77,1,1,0
14254.85,3,0,0,9700.85,4554.0,1,4,16,8,0,0,1,1799.59,1,0,0
10283.39,15,0,1,3376.93,6906.46,1,3,10,3,0,1,0,1042.42,1,0,0
4352.47,15,1,2,2875.35,1477.12,3,4,5,2,0,0,1,485.96,0,0,0
6649.71,20,3,2,4869.06,1780.65,2,7,10,3,0,1,0,557.08,1,0,0
3442.27,3,4,1,6180.85,-2738.58,0,4,7,5,1,0,1,144.68,1,0,0
3046.75,18,2,1,11802.27,-8755.52,2,5,13,7,1,1,1,310.22,1,0,0
15777.64,16,6,2,26195.16,-10417.52,3,1,9,2,0,0,1,242.3,1,1,0
1750.94,12,0,0,2161.36,-410.42,1,2,8,6,1,0,0,62.79,0,1,0
3464.17,21,2,2,7994.7,-4530.53,2,4,10,2,0,0,0,332.18,1,1,0
6965.81,22,4,1,5299.45,1666.36,1,0,8,1,0,0,1,572.63,0,0,0
9032.2,23,2,2,801.5,8230.7,1,3,7,3,0,0,1,43.65,0,0,0
2347.73,0,3,2,13601.22,-11253.49,1,1,8,4,1,0,1,171.86,0,1,0
11512.21,11,1,0,3620.82,7891.39,3,2,5,2,1,0,1,223.45,0,0,0
9863.87,3,2,2,3446.09,6417.78,1,2,5,3,1,0,0,3.55,1,1,0
20604.42,10,5,2,13597.96,7006.46,4,3,7,6,0,1,0,567.45,1,1,1
9147.95,4,1,2,4750.76,4397.19,1,3,5,9,0,1,1,453.98,1,1,1
12355.27,1,4,1,10991.43,1363.84,4,3,10,2,1,0,1,611.2,1,1,0
4573.69,16,1,1,4113.12,460.57,2,3,5,7,1,0,1,445.73,0,1,0
4744.94,7,2,0,7208.17,-2463.23,1,2,3,1,0,1,0,196.61,1,0,0
2606.83,5,2,2,4507.83,-1901.0,1,3,8,4,1,0,0,455.34,0,1,0
4613.13,20,5,1,2488.29,2124.84,1,1,7,2,0,0,0,722.49,0,0,0
6570.75,8,0,0,7376.51,-805.76,2,3,3,4,0,1,1,659.62,1,1,0
19260.89,12,5,2,8605.71,10655.18,2,3,10,2,0,1,1,271.88,0,1,0
4020.58,10,2,0,5005.69,-985.11,2,5,4,3,0,0,0,354.68,1,1,0
31265.62,15,6,0,623.74,30641.88,2,6,9,8,0,0,1,191.34,0,0,0
13130.32,15,1,0,1766.43,11363.89,2,1,10,4,1,1,0,560.71,1,1,0
11299.94,1,5,0,3231.71,8068.23,1,2,15,6,0,0,0,16.84,1,1,0
8619.35,9,5,0,12887.07,-4267.72,2,5,9,9,0,1,0,537.29,0,0,1
7420.0,11,6,0,4797.61,2622.39,0,3,7,8,0,0,1,148.72,1,0,0
5227.88,7,6,0,12731.73,-7503.85,1,3,4,2,0,0,0,309.71,1,0,0
2249.87,10,6,2,10088.23,-7838.36,2,3,5,2,0,1,1,618.5,0,0,0
4147.66,9,0,2,3438.15,709.51,2,0,8,3,1,1,1,383.04,1,1,0
24023.33,12,2,0,5815.29,18208.04,3,0,6,2,1,0,0,470.89,1,1,1
12572.1,16,2,2,8760.93,3811.17,0,1,4,3,1,0,1,97.21,1,1,0
23883.44,6,4,0,2604.41,21279.03,2,3,9,2,1,1,1,173.72,1,0,0
5114.29,23,0,2,8297.39,-3183.1,0,4,5,6,1,1,1,65.65,0,0,0
3349.44,2,4,1,7605.39,-4255.95,4,3,10,9,0,0,1,15.8,1,0,0
8555.28,19,4,0,2477.85,6077.43,2,2,12,8,0,0,1,331.99,0,0,0
4285.8,12,4,1,7100.67,-2814.87,1,3,9,6,1,0,1,676.55,1,0,0
9935.34,18,3,0,4617.73,5317.61,2,1,6,4,1,0,0,180.71,1,0,0
1784.47,6,4,0,1408.41,376.06,0,1,10,5,0,0,0,240.25,0,1,0
951.99,8,5,1,3231.83,-2279.84,0,1,12,4,0,0,1,758.99,0,0,0
10988.56,18,1,1,3134.09,7854.47,3,3,7,5,1,0,1,478.8,1,1,0
24463.42,12,5,1,14441.86,10021.56,1,3,5,2,1,0,1,256.1,0,0,0
11341.27,21,5,0,1795.86,9545.41,0,3,15,8,1,1,0,349.42,1,1,1
12481.83,7,2,1,2871.37,9610.46,1,5,13,1,0,1,0,284.49,0,0,0
8833.64,21,3,1,6638.73,2194.91,0,5,8,9,1,0,0,405.68,1,0,0
9475.05,17,4,2,5208.25,4266.8,0,5,10,1,1,0,0,646.97,1,0,0
2133.54,22,2,2,4273.43,-2139.89,4,3,6,5,0,1,0,282.05,1,0,0
4430.1,1,0,1,4210.61,219.49,1,1,8,9,1,0,0,444.02,0,1,0
19129.74,17,0,1,9569.84,9559.9,5,2,10,1,0,1,0,863.27,0,0,0
6453.24,17,2,1,2526.39,3926.85,2,2,6,1,0,0,0,109.75,0,1,0
18872.6,10,1,1,1919.95,16952.65,2,0,3,3,0,1,1,316.11,1,0,0
9281.99,0,2,2,600.13,8681.86,1,2,10,8,0,1,1,61.72,1,0,1
9635.49,13,2,0,3379.56,6255.93,1,2,4,3,0,1,1,553.75,1,0,0
6493.01,15,3,1,1491.67,5001.34,3,1,10,2,0,0,0,387.33,0,0,1
13790.78,10,0,1,3882.04,9908.74,0,2,9,6,1,0,0,80.4,0,0,0
16159.89,0,0,2,859.37,15300.52,1,2,10,5,1,0,0,325.17,1,1,0
4219.77,6,4,1,3835.64,384.13,2,4,9,9,0,0,1,213.4,1,0,0
2355.49,15,5,1,6257.78,-3902.29,0,1,8,3,0,1,1,269.23,1,0,0
1212.03,13,2,2,4828.74,-3616.71,0,7,12,4,1,1,0,636.66,1,1,0
12061.3,14,2,1,7800.35,4260.95,0,5,11,8,1,0,1,354.42,1,0,0
11101.67,13,1,1,10745.19,356.48,1,2,7,2,1,1,1,415.3,0,0,0
37006.52,20,6,2,6136.98,30869.54,1,1,9,5,1,0,0,291.32,0,0,0
8872.78,10,6,0,4919.88,3952.9,0,2,13,9,0,1,1,397.94,1,1,1
7711.16,15,0,1,6782.64,928.52,1,4,6,9,1,0,1,347.44,0,0,0
10181.25,18,1,1,6295.15,3886.1,2,1,6,9,1,0,0,607.04,1,1,0
10587.14,16,3,0,8815.35,1771.79,2,3,5,1,1,1,1,215.57,0,1,0
7254.22,5,4,2,5172.46,2081.76,0,8,5,1,0,1,0,298.82,1,1,0
4345.02,10,1,0,1630.12,2714.9,1,2,8,1,1,0,0,317.12,1,0,0
8516.57,16,0,1,10387.59,-1871.02,2,3,7,8,0,1,1,991.02,0,1,1
8274.61,8,3,0,921.06,7353.55,3,2,7,4,0,1,0,140.88,1,1,1
8172.83,17,2,2,8296.59,-123.76,1,2,7,9,0,0,0,81.37,0,1,0
14805.01,16,3,1,6673.25,8131.76,5,4,7,6,0,0,1,500.36,1,1,0
8400.34,11,5,2,6802.62,1597.72,1,9,7,3,0,0,0,277.41,1,0,0
2409.82,22,1,2,5284.63,-2874.81,1,3,7,8,1,0,1,379.24,1,0,0
4985.64,21,0,0,2775.37,2210.27,1,5,9,1,0,0,1,87.56,1,0,0
7183.76,21,1,0,4582.89,2600.87,0,3,6,2,1,0,1,435.99,1,1,0
8704.38,4,2,2,11414.38,-2710.0,2,1,11,8,0,0,0,327.8,1,0,0
12241.43,10,6,2,6960.37,5281.06,1,2,8,1,1,0,0,357.01,1,1,0
8756.48,3,2,1,7015.07,1741.41,1,2,14,5,0,0,0,768.56,0,0,0
980.03,3,0,2,11610.17,-10630.14,0,5,6,3,1,0,0,347.77,0,1,0
2709.8,2,5,2,12542.71,-9832.91,2,5,5,2,0,1,1,249.01,1,0,0
12836.69,23,4,0,8566.32,4270.37,2,2,7,4,0,1,0,43.23,1,1,0
7030.1,22,3,2,17378.47,-10348.37,0,2,6,2,0,1,0,248.07,0,0,0
9330.29,16,3,2,6926.76,2403.53,1,6,10,5,0,0,1,190.73,1,1,0
6341.34,6,2,0,8545.16,-2203.82,3,2,5,8,1,1,1,78.59,0,0,1
4967.83,3,1,1,9874.88,-4907.05,1,6,7,4,0,0,1,452.01,0,0,0
6529.41,22,6,0,12122.85,-5593.44,2,3,12,7,1,0,0,488.59,1,1,0
9413.4,12,1,0,2290.41,7122.99,1,2,6,5,1,1,0,460.04,0,0,0
8353.01,11,5,2,1503.44,6849.57,0,3,2,9,0,0,0,434.24,0,0,0
16088.25,0,4,2,1736.97,14351.28,3,2,6,2,0,0,0,313.35,0,0,1
1953.58,20,1,1,3397.13,-1443.55,1,5,4,2,0,0,0,601.99,1,1,0
2257.77,18,3,2,10110.89,-7853.12,2,1,7,1,1,0,0,127.35,1,1,0
6965.05,20,6,1,4137.94,2827.11,8,4,11,4,1,0,0,161.79,1,0,0
12339.87,19,1,1,4609.7,7730.17,0,4,5,8,1,1,1,366.35,1,1,1
14256.95,17,6,1,1504.97,12751.98,3,5,7,5,0,1,1,1152.9,1,0,1
5138.43,10,4,1,1672.98,3465.45,3,4,6,5,1,1,0,174.78,0,0,0
302.19,19,3,2,3306.6,-3004.41,2,3,4,4,1,1,0,374.22,0,1,0
5281.27,2,6,0,2661.55,2619.72,1,3,9,7,1,1,1,507.45,0,1,0
11126.9,16,1,0,8682.1,2444.8,0,2,8,8,0,1,0,115.82,0,1,1
8234.9,11,3,2,1496.82,6738.08,1,1,11,9,1,1,0,113.41,1,1,1
12659.83,9,2,2,1859.25,10800.58,0,2,6,6,0,1,0,82.1,0,1,0
18689.23,7,2,1,6279.09,12410.14,3,5,13,9,0,1,0,1253.17,0,0,1
7351.34,14,5,2,4182.05,3169.29,5,4,10,1,0,0,0,690.13,0,1,0
5786.96,4,2,0,3908.05,1878.91,1,2,7,3,0,0,0,229.69,0,1,0
3827.39,3,1,2,10023.21,-6195.82,1,3,7,1,0,1,1,375.74,1,1,0
2244.22,20,4,2,4000.02,-1755.8,0,2,5,5,1,0,1,363.07,0,0,0
1654.53,19,3,1,5137.86,-3483.33,0,6,6,8,1,0,0,275.6,1,1,0
4717.62,18,6,1,3333.58,1384.04,1,4,6,6,1,0,1,155.44,0,1,0
17009.54,20,0,1,4619.51,12390.03,2,6,12,5,1,1,0,183.64,0,0,0
13519.99,3,2,1,8886.64,4633.35,1,3,11,1,1,1,1,800.29,0,0,0
5563.98,14,2,0,3668.84,1895.14,2,0,8,1,0,0,1,258.16,0,1,0
31455.51,16,0,2,5750.25,25705.26,2,2,10,5,1,0,1,425.8,0,0,0
5003.07,11,6,2,3709.89,1293.18,2,5,10,5,1,0,1,959.92,1,0,0
19876.67,2,6,1,571.93,19304.74,1,4,5,8,0,0,0,421.66,1,1,0
23022.86,9,0,0,2728.75,20294.11,1,2,10,2,0,1,1,604.9,1,1,1
11669.02,14,6,0,3257.6,8411.42,2,1,5,7,0,0,0,308.44,1,0,0
4679.55,9,1,2,5103.74,-424.19,1,4,9,5,0,1,1,480.03,1,0,0
6190.63,23,6,1,7657.77,-1467.14,1,6,7,2,1,0,1,157.56,0,0,0
9583.19,22,3,2,4302.21,5280.98,3,8,8,5,0,1,0,400.93,0,1,0
2311.58,17,6,2,3611.56,-1299.98,1,2,8,9,1,1,1,571.48,1,0,1
3503.41,0,2,0,6067.68,-2564.27,3,1,7,5,1,1,0,122.62,1,1,0
3237.66,2,4,0,4923.37,-1685.71,1,3,15,5,1,1,0,38.6,1,1,0
12299.58,20,1,2,1484.27,10815.31,2,2,12,2,0,1,0,308.74,0,0,0
18569.3,11,1,1,12786.3,5783.0,3,4,11,9,1,0,1,253.74,1,1,0
13888.95,0,6,1,3826.95,10062.0,0,2,9,2,0,0,0,159.66,0,0,0
16558.06,2,4,2,4922.84,11635.22,1,6,5,5,0,0,1,684.45,1,1,0
4340.63,2,4,2,1194.78,3145.85,2,2,10,2,1,0,1,831.88,1,1,0
6419.16,4,5,1,10441.77,-4022.61,2,0,7,2,1,0,1,198.43,0,1,0
6816.81,18,4,1,3422.99,3393.82,1,4,2,6,0,0,0,329.15,1,1,0
11636.06,0,6,1,13711.51,-2075.45,3,3,11,3,1,1,0,249.4,0,1,0
4831.41,3,6,2,4741.15,90.26,1,3,8,9,1,0,0,355.17,1,0,0
15871.91,3,0,0,7332.84,8539.07,4,1,4,6,1,1,0,455.93,1,1,0
22605.46,16,2,1,3687.15,18918.31,2,5,11,2,0,0,0,124.92,1,0,0
12060.01,13,5,1,1597.37,10462.64,4,4,10,1,1,0,1,702.28,1,1,1
6192.59,17,6,1,6621.98,-429.39,1,2,7,2,0,1,1,592.39,1,1,0
4005.27,0,0,2,6571.01,-2565.74,1,4,11,6,0,0,1,247.74,0,1,0
3244.89,21,5,0,423.03,2821.86,2,4,4,2,0,1,0,331.38,1,1,0
994.21,15,2,0,1444.9,-450.69,1,2,7,7,0,0,1,434.25,1,1,0
6985.18,2,5,1,10284.11,-3298.93,2,4,12,7,0,1,1,321.81,0,1,0
6671.18,22,0,2,3441.62,3229.56,3,3,5,1,0,0,1,835.77,0,1,0
15213.08,20,3,0,7987.25,7225.83,4,3,8,6,0,0,0,116.52,1,0,0
5107.78,8,6,2,18092.86,-12985.08,1,1,10,5,0,0,0,552.41,1,1,0
7300.45,22,2,0,6872.31,428.14,1,4,8,8,0,1,0,294.91,1,1,1
10293.7,3,1,1,4801.26,5492.44,0,3,4,8,1,0,0,238.61,1,1,0
11921.3,20,2,2,2701.78,9219.52,0,2,3,9,1,1,0,321.34,0,1,1
14033.95,4,2,1,6083.23,7950.72,1,3,8,2,1,1,0,496.57,1,1,0
9557.29,10,2,0,6599.28,2958.01,1,3,13,1,0,0,0,199.26,1,1,0
2452.43,20,3,0,5200.34,-2747.91,2,2,10,6,1,1,1,143.22,1,1,0
11188.72,8,6,1,8212.08,2976.64,0,4,12,2,0,1,1,930.43,1,0,0
4796.31,2,0,0,1748.51,3047.8,1,0,2,5,0,0,0,81.76,1,1,0
19154.35,5,6,1,5274.18,13880.17,2,1,8,1,0,1,1,357.38,1,0,0
8471.4,23,1,1,4817.49,3653.91,1,4,6,1,0,0,0,152.46,0,1,0
9985.99,10,0,1,3065.99,6920.0,2,2,6,5,1,1,1,699.66,1,1,0
38934.45,8,5,0,6485.74,32448.71,2,5,6,6,0,0,1,1016.19,0,0,0
14203.33,14,5,2,1587.09,12616.24,1,3,9,7,0,0,0,281.12,1,1,0
11043.78,22,5,1,2555.84,8487.94,4,6,6,4,0,1,1,272.93,0,1,1
7471.17,2,0,2,3752.22,3718.95,1,3,5,4,1,0,0,237.25,1,1,0
2665.46,0,4,0,4223.23,-1557.77,3,3,7,5,0,0,0,401.44,1,1,0
7055.6,19,3,0,6730.14,325.46,3,3,8,6,0,0,1,93.72,1,1,0
3960.63,21,4,2,7248.33,-3287.7,0,2,10,8,0,0,0,126.36,0,1,0
24428.13,18,6,1,2487.15,21940.98,5,3,5,9,0,0,1,793.28,1,1,1
11149.35,13,5,0,13632.19,-2482.84,3,1,6,7,1,0,0,98.44,1,0,0
18689.89,16,3,1,6441.46,12248.43,1,5,9,3,1,0,1,363.07,1,0,0
4984.4,21,0,1,16372.77,-11388.37,1,2,9,6,1,1,1,363.48,1,1,0
4224.25,13,5,2,11951.82,-7727.57,2,0,5,9,1,1,1,649.67,0,1,1
13257.49,16,0,0,3132.9,10124.59,3,9,8,6,1,0,0,448.66,0,1,1
3817.06,13,3,2,1580.18,2236.88,1,3,12,8,0,0,0,325.0,0,0,0
5816.49,11,0,0,1221.88,4594.61,1,5,5,8,0,0,0,450.15,1,1,0
25190.32,15,0,2,496.95,24693.37,0,1,8,4,0,1,0,610.19,1,1,1
6010.72,0,1,0,5817.21,193.51,0,4,11,7,1,1,0,275.96,0,1,0
2121.45,12,6,0,2924.64,-803.19,1,4,7,7,1,0,0,335.1,0,0,0
1351.67,5,4,0,7560.51,-6208.84,0,3,7,7,0,1,0,1487.6,1,1,0
1855.25,16,4,1,3055.56,-1200.31,0,4,6,8,1,0,1,357.12,1,1,0
19428.85,11,4,1,2459.76,16969.09,1,2,11,2,0,0,0,688.97,0,0,0
5254.58,22,2,2,7233.28,-1978.7,0,3,9,2,0,0,1,66.23,1,0,0
38155.26,18,1,2,19116.65,19038.61,2,5,6,6,1,0,1,372.26,1,0,0
22777.17,5,5,0,11763.06,11014.11,3,2,10,6,0,1,1,715.59,0,1,0
29148.03,6,5,0,7320.73,21827.3,2,3,7,5,0,1,1,565.09,0,0,0
16845.52,0,5,1,10972.36,5873.16,1,2,8,2,1,1,1,297.49,0,1,0
12773.07,0,4,1,6778.46,5994.61,3,4,9,8,0,1,0,223.02,0,1,1
4089.06,4,6,1,425.34,3663.72,1,1,10,3,0,1,0,328.85,0,1,0
8311.57,5,4,2,8305.96,5.61,4,1,8,1,0,0,1,417.57,1,0,0
13685.2,15,6,1,7146.18,6539.02,1,3,10,1,1,0,1,169.18,1,1,0
16145.87,15,1,2,9501.39,6644.48,1,2,11,7,1,1,1,112.04,1,0,0
2922.72,13,6,1,2906.55,16.17,2,3,8,7,1,0,0,538.26,1,0,0
7144.73,0,0,1,10524.4,-3379.67,3,5,7,6,0,1,0,518.72,1,1,0
7810.94,12,4,0,1722.63,6088.31,0,2,9,6,1,0,1,704.76,1,1,0
7571.9,19,5,2,5503.26,2068.64,1,1,7,5,0,1,1,604.89,0,0,0
3316.39,9,0,1,4874.69,-1558.3,0,4,8,6,1,1,0,515.17,1,1,0
26945.15,23,4,0,241.69,26703.46,1,3,7,2,0,1,0,179.88,0,1,0
6955.21,9,3,2,3199.02,3756.19,2,6,10,5,1,0,0,586.51,1,0,0
3547.7,8,2,2,7072.83,-3525.13,2,3,7,2,1,0,0,319.93,1,1,0
27377.86,12,4,1,3270.96,24106.9,2,4,9,3,0,0,1,125.91,0,0,0
22791.47,2,3,2,12814.26,9977.21,4,1,7,5,1,0,0,665.67,0,0,0
9276.23,17,1,0,5836.3,3439.93,1,6,6,1,1,0,1,290.08,0,1,0
5672.54,19,3,0,4005.48,1667.06,2,4,3,3,1,1,1,18.1,0,0,0
1696.3,1,1,2,10563.22,-8866.92,0,4,8,6,1,0,0,262.66,0,0,0
12107.68,16,4,0,3518.76,8588.92,1,4,7,2,0,1,1,178.92,1,1,0
5346.03,18,1,2,1869.07,3476.96,3,4,12,3,0,0,0,254.22,1,0,0
8156.98,22,3,0,7472.96,684.02,3,1,9,9,0,0,1,203.94,0,0,0
25806.43,12,6,2,1555.5,24250.93,0,2,7,8,0,0,1,207.46,1,0,0
5019.18,12,2,2,3322.99,1696.19,2,5,13,3,0,1,0,457.87,1,1,0
11740.28,0,0,2,5093.95,6646.33,1,2,6,7,0,0,0,277.53,1,0,0
14320.98,1,0,0,3967.16,10353.82,1,5,7,4,1,0,1,117.13,0,0,0
19027.03,0,2,2,29021.27,-9994.24,4,2,6,7,1,0,1,504.15,1,1,0
7703.42,23,5,2,6829.68,873.74,0,0,3,5,0,1,1,495.51,1,1,0
7086.55,4,0,1,4526.81,2559.74,0,3,9,2,1,0,1,646.01,0,1,0
6955.24,23,4,1,2980.07,3975.17,0,4,7,6,1,0,1,214.48,0,0,0
10936.71,2,5,2,6402.95,4533.76,1,1,7,1,1,1,0,695.69,0,0,0
22159.21,6,4,1,10869.32,11289.89,3,1,7,6,0,0,0,355.23,1,0,0
6702.89,23,3,2,1039.94,5662.95,1,4,9,1,0,1,0,642.51,1,0,0
436.17,21,3,1,6280.87,-5844.7,2,3,4,3,1,1,1,867.6,1,1,0
15441.49,12,5,0,4323.36,11118.13,1,3,12,7,0,0,1,163.84,0,1,0
8773.28,22,5,0,8606.69,166.59,0,3,11,2,1,1,0,214.42,1,0,0
12127.06,17,5,2,5141.94,6985.12,3,2,9,9,1,1,1,287.71,0,0,1
1769.15,23,5,2,6999.16,-5230.01,2,2,6,3,0,0,1,420.91,0,1,0
5363.57,20,1,0,17080.75,-11717.18,2,3,3,3,1,0,1,154.95,1,0,0
14583.59,6,6,0,8806.37,5777.22,1,2,10,7,0,0,1,446.16,1,0,0
2575.94,0,5,1,3947.12,-1371.18,0,4,9,1,0,0,1,415.87,0,0,0
11721.28,4,6,2,2121.32,9599.96,2,2,3,5,1,1,0,160.05,0,1,0
8105.38,16,5,0,4332.22,3773.16,2,3,4,3,1,1,0,257.24,0,1,0
4434.08,7,3,0,2151.49,2282.59,2,1,4,1,0,1,1,619.22,1,1,0
4121.05,14,4,2,5489.94,-1368.89,1,4,11,7,0,1,1,936.53,1,1,0
3345.69,19,6,1,5502.02,-2156.33,2,2,9,7,1,1,1,400.68,1,0,0
8737.85,3,3,1,1283.46,7454.39,2,4,4,9,0,0,1,434.32,0,0,0
9524.93,1,0,1,5378.22,4146.71,1,3,14,7,1,0,0,277.94,1,1,0
6181.6,4,1,1,13769.54,-7587.94,3,4,7,4,1,0,0,208.84,0,0,0
3151.73,0,1,0,5232.58,-2080.85,4,5,11,3,0,1,1,704.89,0,1,0
11480.89,4,4,2,3612.62,7868.27,0,5,7,6,1,0,1,698.08,0,0,0
15635.99,5,5,2,8331.43,7304.56,4,3,7,6,0,0,1,427.55,0,0,0
13002.92,1,3,0,4406.08,8596.84,1,2,15,2,1,0,1,256.45,0,0,0
29919.28,0,0,0,4684.99,25234.29,4,2,7,7,1,1,0,516.54,1,1,1
7207.62,3,3,0,10563.59,-3355.97,2,1,7,1,1,1,1,102.55,0,0,0
20731.4,6,5,2,2287.44,18443.96,5,3,10,9,1,0,0,1123.13,0,0,1
4820.44,21,5,2,9374.58,-4554.14,2,3,8,2,1,1,1,529.32,1,0,0
4165.86,0,2,2,1215.35,2950.51,0,1,6,3,0,0,0,143.79,1,0,0
9150.51,0,3,1,18375.0,-9224.49,2,0,5,6,1,1,1,118.91,1,1,0
23835.04,7,4,0,2347.51,21487.53,3,2,10,7,1,1,0,307.84,0,0,1
6588.06,19,3,0,5315.27,1272.79,2,1,9,1,0,0,1,176.61,0,0,0
1767.67,15,1,0,12331.36,-10563.69,1,5,8,3,0,0,0,304.0,1,1,0
15432.38,20,0,2,1248.37,14184.01,1,4,12,6,1,1,1,173.38,1,1,0
7840.93,12,6,0,3279.22,4561.71,3,3,10,4,0,0,1,547.42,1,0,0
10414.36,22,4,0,8866.58,1547.78,2,6,7,5,1,0,0,1125.73,1,0,0
4361.58,23,2,1,812.69,3548.89,3,5,8,3,0,1,1,332.47,1,1,1
9086.08,22,0,2,7119.17,1966.91,5,3,6,8,0,0,0,75.04,0,1,0
2070.24,17,0,0,6380.38,-4310.14,1,6,7,1,1,0,1,322.31,1,0,0
27217.14,19,6,2,693.98,26523.16,1,4,7,7,0,1,0,66.35,0,1,0
17429.91,9,1,2,576.3,16853.61,3,1,6,2,0,0,0,627.83,1,1,1
8779.06,11,1,2,495.94,8283.12,2,5,4,8,1,0,0,916.53,1,0,0
15138.96,0,1,1,6160.18,8978.78,2,8,3,3,0,0,1,439.09,1,0,0
